osu file format v14

[General]
AudioFilename: audio.mp3
AudioLeadIn: 0
PreviewTime: 16407
Countdown: 0
SampleSet: Normal
StackLeniency: 0.7
Mode: 3
LetterboxInBreaks: 0
SpecialStyle: 0
WidescreenStoryboard: 1

[Editor]
DistanceSpacing: 1
BeatDivisor: 4
GridSize: 4
TimelineZoom: 1.4

[Metadata]
Title:ievan polkka
TitleUnicode:ievan polkka
Artist:hatsune miku
ArtistUnicode:hatsune miku
Creator:BossMadWolf
Version:4K NSV
Source:
Tags:
BeatmapID:2118158
BeatmapSetID:993703

[Difficulty]
HPDrainRate:8.5
CircleSize:4
OverallDifficulty:7.5
ApproachRate:5
SliderMultiplier:1.4
SliderTickRate:1

[Events]
//Background and Video events
0,0,"Konachan.com - 44594 cyan hatsune_miku vocaloid.png",0,0
//Break Periods
//Storyboard Layer 0 (Background)
//Storyboard Layer 1 (Fail)
//Storyboard Layer 2 (Pass)
//Storyboard Layer 3 (Foreground)
//Storyboard Layer 4 (Overlay)
//Storyboard Sound Samples

[TimingPoints]
399,504.201680672269,4,1,0,20,1,0
16407,-100,4,1,0,20,0,1
48172,-100,4,1,0,20,0,0
97079,-100,4,1,0,20,0,1
128844,-100,4,1,0,20,0,0


[HitObjects]
64,192,399,5,0,0:0:0:0:
448,192,651,1,0,0:0:0:0:
320,192,651,1,0,0:0:0:0:
64,192,903,1,0,0:0:0:0:
320,192,1155,1,0,0:0:0:0:
448,192,1155,1,0,0:0:0:0:
448,192,1407,1,0,0:0:0:0:
192,192,1659,1,0,0:0:0:0:
64,192,1659,1,0,0:0:0:0:
448,192,1911,1,0,0:0:0:0:
192,192,2163,1,0,0:0:0:0:
64,192,2163,1,0,0:0:0:0:
320,192,2415,1,0,0:0:0:0:
192,192,2667,1,0,0:0:0:0:
448,192,2667,1,0,0:0:0:0:
320,192,2920,1,0,0:0:0:0:
192,192,3172,1,0,0:0:0:0:
448,192,3172,1,0,0:0:0:0:
192,192,3424,1,0,0:0:0:0:
64,192,3676,1,0,0:0:0:0:
320,192,3676,1,0,0:0:0:0:
192,192,3928,1,0,0:0:0:0:
64,192,4180,1,0,0:0:0:0:
320,192,4180,1,0,0:0:0:0:
320,192,4432,1,0,0:0:0:0:
448,192,4684,1,0,0:0:0:0:
64,192,4684,1,0,0:0:0:0:
320,192,4936,1,0,0:0:0:0:
448,192,5188,1,0,0:0:0:0:
64,192,5188,1,0,0:0:0:0:
192,192,5441,1,0,0:0:0:0:
64,192,5693,1,0,0:0:0:0:
448,192,5693,1,0,0:0:0:0:
192,192,5945,1,0,0:0:0:0:
64,192,6197,1,0,0:0:0:0:
448,192,6197,1,0,0:0:0:0:
320,192,6449,1,0,0:0:0:0:
192,192,6701,1,0,0:0:0:0:
64,192,6701,1,0,0:0:0:0:
320,192,6953,1,0,0:0:0:0:
192,192,7205,1,0,0:0:0:0:
64,192,7205,1,0,0:0:0:0:
192,192,7457,1,0,0:0:0:0:
320,192,7709,1,0,0:0:0:0:
448,192,7709,1,0,0:0:0:0:
192,192,7962,1,0,0:0:0:0:
320,192,8214,1,0,0:0:0:0:
448,192,8214,1,0,0:0:0:0:
64,192,8466,1,0,0:0:0:0:
192,192,8718,1,0,0:0:0:0:
448,192,8718,1,0,0:0:0:0:
320,192,8970,1,0,0:0:0:0:
64,192,8970,1,0,0:0:0:0:
448,192,8970,1,0,0:0:0:0:
192,192,9222,1,0,0:0:0:0:
448,192,9222,1,0,0:0:0:0:
64,192,9474,1,0,0:0:0:0:
192,192,9726,1,0,0:0:0:0:
448,192,9726,1,0,0:0:0:0:
448,192,9978,1,0,0:0:0:0:
320,192,9978,1,0,0:0:0:0:
64,192,9978,1,0,0:0:0:0:
192,192,10230,1,0,0:0:0:0:
448,192,10230,1,0,0:0:0:0:
320,192,10483,1,0,0:0:0:0:
448,192,10735,1,0,0:0:0:0:
192,192,10735,1,0,0:0:0:0:
192,192,10987,1,0,0:0:0:0:
64,192,10987,1,0,0:0:0:0:
320,192,10987,1,0,0:0:0:0:
448,192,11239,1,0,0:0:0:0:
192,192,11239,1,0,0:0:0:0:
320,192,11491,1,0,0:0:0:0:
192,192,11743,1,0,0:0:0:0:
448,192,11743,1,0,0:0:0:0:
320,192,11995,1,0,0:0:0:0:
192,192,11995,1,0,0:0:0:0:
64,192,11995,1,0,0:0:0:0:
192,192,12247,1,0,0:0:0:0:
448,192,12247,1,0,0:0:0:0:
192,192,12499,1,0,0:0:0:0:
448,192,12751,1,0,0:0:0:0:
64,192,12751,1,0,0:0:0:0:
192,192,13004,1,0,0:0:0:0:
320,192,13004,1,0,0:0:0:0:
448,192,13004,1,0,0:0:0:0:
64,192,13256,1,0,0:0:0:0:
448,192,13256,1,0,0:0:0:0:
192,192,13508,1,0,0:0:0:0:
448,192,13760,1,0,0:0:0:0:
64,192,13760,1,0,0:0:0:0:
192,192,14012,1,0,0:0:0:0:
448,192,14012,1,0,0:0:0:0:
320,192,14012,1,0,0:0:0:0:
448,192,14264,1,0,0:0:0:0:
64,192,14264,1,0,0:0:0:0:
320,192,14516,1,0,0:0:0:0:
320,192,14768,1,0,0:0:0:0:
192,192,14768,1,0,0:0:0:0:
64,192,15020,1,0,0:0:0:0:
448,192,15020,1,0,0:0:0:0:
192,192,15020,1,0,0:0:0:0:
192,192,15272,1,0,0:0:0:0:
320,192,15272,1,0,0:0:0:0:
64,192,15525,1,0,0:0:0:0:
448,192,15525,1,0,0:0:0:0:
